Age,Attrition,DailyRate,DistanceFromHome,Education,Gender,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
21,0,1343,22,1,0,3,3447,1,0,11,3,3,3,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
44,0,1315,3,4,0,4,19513,4,1,12,3,26,2,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22,0,604,6,1,0,3,2773,0,0,20,4,3,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33,0,1216,8,4,0,3,7104,0,0,12,3,6,5,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32,0,646,9,4,1,4,6322,1,1,12,3,6,6,4,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30,0,160,3,3,1,3,2083,1,0,20,4,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
53,0,238,1,1,1,1,8381,7,0,20,4,18,14,7,10,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
34,0,1397,1,5,0,4,2691,1,0,12,3,10,10,9,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45,1,306,26,4,1,1,4286,2,0,14,3,5,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
26,0,991,6,3,1,4,2659,1,1,13,3,3,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
37,0,482,3,3,0,3,9434,1,0,15,3,10,10,7,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
29,0,1176,3,2,1,3,5561,1,0,14,3,6,6,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35,0,1017,6,4,0,4,6646,1,0,13,3,17,17,11,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,0,1296,6,3,0,4,7725,3,0,23,4,15,13,11,7,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
54,0,397,19,4,0,2,10725,2,0,15,3,16,9,7,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
36,0,913,9,2,0,2,8847,2,1,11,3,13,3,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27,0,1115,3,4,0,4,2045,0,0,13,3,5,4,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20,1,1362,10,1,0,3,1009,1,1,11,3,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,1,1076,3,3,0,1,3348,1,1,11,3,10,10,8,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35,0,727,3,3,0,3,1281,1,0,18,3,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,0,885,4,3,0,1,2819,2,0,16,3,5,3,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25,0,810,8,3,0,2,4851,0,0,22,4,4,3,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38,0,243,7,4,1,4,4028,0,0,20,4,8,7,7,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,0,806,1,4,0,4,2720,1,0,18,3,10,10,7,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
48,0,817,2,1,0,2,8120,3,0,12,3,12,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27,0,1410,3,1,1,4,4647,1,1,20,4,6,6,5,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
37,0,1225,10,2,0,4,4680,3,0,17,3,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
50,0,1207,28,1,0,3,3221,1,1,11,3,20,20,8,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
34,0,1442,9,3,1,2,8621,1,0,14,3,9,8,7,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24,1,693,3,2,1,3,4577,9,0,14,3,4,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,0,408,2,4,1,3,4553,1,0,11,3,20,20,7,10,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
32,0,929,10,3,0,4,5396,1,0,12,3,10,10,7,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
50,1,562,8,2,0,3,6796,3,1,14,3,18,4,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
38,0,827,1,4,1,4,7625,0,0,13,3,10,9,7,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27,0,608,1,2,1,1,7412,1,0,11,3,9,9,7,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32,0,1018,3,2,1,4,11159,3,0,15,3,10,7,7,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
47,0,703,14,4,0,1,4960,2,0,12,3,20,7,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
40,0,580,5,4,0,1,10475,5,1,21,4,20,18,13,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
53,0,970,7,3,0,3,14814,3,0,19,3,32,5,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
41,0,427,10,4,0,4,19141,3,0,15,3,23,21,6,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
60,0,1179,16,4,0,1,5405,8,0,14,3,10,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27,0,294,10,2,0,1,8793,1,0,21,4,9,9,7,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
41,0,314,1,3,0,3,19189,1,0,12,3,22,22,7,10,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
50,0,316,8,4,0,2,3875,7,0,15,3,4,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
28,1,654,1,2,1,2,2216,7,1,13,3,10,7,7,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36,0,427,8,3,1,1,11713,9,0,14,3,10,8,7,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
38,0,168,1,3,1,3,7861,4,1,14,3,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
44,0,381,24,3,0,3,3708,2,0,14,3,9,5,2,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
47,0,217,3,3,1,3,13770,9,1,12,3,28,22,2,13,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30,0,501,27,5,0,4,5304,7,0,23,4,10,8,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29,0,1396,10,3,0,3,2642,1,0,11,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,1,933,19,3,0,3,2759,6,1,12,3,7,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
43,0,775,15,3,0,4,6804,3,0,18,3,7,2,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34,0,970,8,2,1,3,6142,3,0,11,3,10,5,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23,0,650,9,1,0,1,2500,1,0,14,3,5,4,3,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,0,141,3,3,1,2,6389,9,0,15,3,12,8,3,6,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
56,0,832,9,3,0,4,11103,7,0,11,3,30,10,7,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
40,0,804,2,1,1,4,2342,0,1,20,4,5,4,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
27,0,975,7,3,1,1,6811,8,0,19,3,9,7,6,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,0,1090,10,3,0,2,2297,1,0,14,3,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
53,0,346,6,3,0,4,2450,2,0,17,3,19,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35,0,1225,2,4,1,1,5093,2,0,11,3,16,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32,0,430,24,4,0,4,5309,1,0,15,3,10,10,8,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
38,0,268,2,5,0,3,3057,6,1,13,3,6,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34,0,167,8,5,1,1,5121,3,0,14,3,7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
52,0,621,3,4,0,1,16856,1,0,11,3,34,34,6,16,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
33,1,527,1,4,0,4,2686,1,1,13,3,10,10,9,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25,0,883,26,1,1,4,6180,1,0,23,4,6,6,5,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
45,0,954,2,2,0,3,6632,0,0,13,3,9,8,7,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
23,0,310,10,1,0,3,3505,1,0,18,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
47,1,719,27,2,1,3,6397,4,1,12,3,8,5,4,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
34,0,304,2,3,0,4,6274,1,0,22,4,6,6,5,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
55,1,725,2,3,0,1,19859,5,1,13,3,24,5,2,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
36,0,1434,8,4,0,1,7587,1,0,15,3,10,10,7,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
52,0,715,19,4,0,4,4258,0,0,18,3,5,4,3,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26,0,575,1,2,1,4,4364,3,0,14,3,5,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
29,0,657,27,3,1,3,4335,4,0,12,3,11,8,7,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
26,1,1146,8,3,0,1,5326,6,0,17,3,6,4,3,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
34,0,182,1,4,1,4,3280,2,0,16,3,10,4,2,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
54,0,376,19,4,1,1,5485,9,1,11,3,9,5,3,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27,0,829,8,1,0,4,4342,0,0,19,3,5,4,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37,0,571,10,1,1,1,2782,0,1,13,3,6,5,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38,0,240,2,4,1,1,5980,6,1,12,3,17,15,7,12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
34,0,121,2,4,1,1,4381,1,0,11,3,6,6,5,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35,0,384,8,4,1,4,2572,1,0,16,3,3,3,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
30,0,921,1,3,0,3,3833,3,0,21,4,7,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,0,791,2,2,1,2,4244,1,0,24,4,8,8,7,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34,0,1111,8,2,1,1,6500,5,0,17,3,6,3,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
42,0,570,8,3,0,4,18430,1,0,13,3,24,24,7,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23,1,1243,6,3,0,1,1601,1,1,21,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24,0,1092,9,3,0,2,2694,1,0,11,3,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
52,0,1325,11,4,1,3,3149,8,0,20,4,9,5,2,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
50,0,691,2,3,0,3,17639,5,0,16,3,30,4,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
29,1,805,1,2,1,1,2319,1,1,11,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33,0,213,7,3,0,3,11691,0,0,11,3,14,13,9,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
33,1,118,16,3,1,1,5324,5,0,15,3,6,3,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47,0,202,2,2,1,4,16752,1,1,11,3,26,26,14,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
36,0,676,1,3,1,2,5228,0,0,15,3,10,9,7,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
29,0,1252,23,2,0,3,2700,1,0,24,4,10,10,7,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
58,1,286,2,4,0,2,19246,7,1,12,3,40,31,15,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35,0,1258,1,4,1,3,2506,3,0,13,3,7,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,0,932,1,2,1,4,6062,9,1,13,3,8,4,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
28,1,890,2,4,0,3,4382,6,0,17,3,5,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36,0,1041,13,3,0,2,2143,4,0,13,3,8,5,2,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32,0,859,4,3,1,3,6162,1,0,12,3,14,14,13,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
40,0,720,16,4,0,3,5094,6,0,14,3,10,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30,0,946,2,3,1,4,6877,5,1,24,4,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
45,0,252,2,3,1,3,2274,1,0,14,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,0,933,29,3,0,2,4434,1,0,13,3,10,9,8,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
38,0,471,12,3,0,1,6288,2,0,15,3,13,4,3,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
34,0,702,16,4,1,4,2553,1,0,16,3,6,5,2,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
49,1,1184,11,3,1,4,7654,1,0,18,3,9,9,8,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
55,1,436,2,1,0,4,5160,4,0,16,3,12,9,7,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43,0,589,14,2,0,1,17159,6,0,24,4,22,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27,0,269,5,1,0,4,12808,1,1,16,3,9,9,8,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
35,0,950,7,3,0,3,10221,3,0,21,4,17,8,5,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
28,0,760,2,4,1,2,4779,1,1,20,4,8,8,7,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34,0,829,3,2,0,4,3737,0,0,19,3,4,3,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
26,1,887,5,2,1,3,2366,1,1,14,3,8,8,7,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27,0,443,3,3,0,4,1706,1,0,11,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
51,0,1318,26,4,1,3,16307,2,0,14,3,29,20,6,17,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
44,0,625,4,3,0,2,5933,9,0,12,3,10,5,2,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25,0,180,2,1,0,1,3424,7,0,13,3,6,4,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,0,586,1,3,0,1,4037,1,0,22,4,9,9,8,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,0,1343,27,1,1,1,2559,1,0,11,3,6,6,5,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36,0,928,1,2,0,4,6201,1,1,14,3,18,18,14,11,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32,0,117,13,4,0,4,4403,2,0,11,3,8,5,2,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30,0,1012,5,4,0,4,3761,9,0,12,3,10,5,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
53,0,661,7,2,1,4,10934,7,1,18,3,35,5,2,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
45,0,930,9,3,0,1,10761,4,1,12,3,18,5,4,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32,0,638,8,2,1,3,5175,5,0,12,3,9,5,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
52,0,890,25,4,1,4,13826,3,0,22,4,31,9,8,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37,0,342,16,4,0,3,6334,4,0,19,3,9,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
28,0,1169,8,2,0,4,4936,1,0,13,3,6,5,1,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22,0,1230,1,2,0,4,4775,6,0,22,4,4,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
44,0,986,8,4,0,4,2818,2,1,24,4,10,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
42,0,1271,2,1,0,4,2515,5,1,14,3,8,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36,0,1278,8,3,0,1,2342,0,0,21,4,6,5,4,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25,0,141,3,1,0,1,4194,1,1,18,3,5,5,3,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
35,0,607,9,3,1,3,10685,1,1,20,4,17,17,14,15,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
35,1,130,25,4,1,2,2022,1,1,19,3,10,10,2,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32,0,300,1,3,0,4,2314,0,0,12,3,4,3,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25,0,583,4,1,0,1,4256,1,0,12,3,5,5,2,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
49,0,1418,1,3,1,1,3580,2,0,16,3,7,4,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
24,0,1269,4,1,0,4,3162,0,0,17,3,6,5,2,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32,0,379,5,2,0,2,6524,1,0,14,3,10,10,8,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38,0,395,9,3,0,2,2899,0,0,19,3,3,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
42,0,1265,3,3,1,4,5231,2,1,13,3,17,5,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,0,1222,11,4,0,4,2356,3,1,19,3,8,6,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29,1,341,1,3,1,3,2800,6,1,19,3,5,3,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
53,0,868,8,3,0,4,11836,5,0,14,3,28,2,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35,0,672,25,3,0,2,10903,3,0,16,3,16,13,10,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
37,0,1231,21,2,1,4,2973,5,0,15,3,10,5,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
53,0,102,23,4,1,4,14275,6,0,18,3,33,12,9,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
43,0,422,1,3,1,4,5562,4,0,13,3,12,5,2,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
47,0,249,2,2,1,4,4537,0,1,22,4,8,7,6,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37,0,1252,19,2,0,2,7642,1,1,13,3,10,10,0,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
50,0,881,2,4,0,1,17924,1,0,11,3,31,31,6,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39,0,1383,2,3,1,4,5204,8,0,11,3,13,5,4,4,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
33,0,1075,3,2,0,2,2277,3,1,11,3,7,4,3,3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32,1,374,25,4,0,4,2795,1,1,24,4,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29,0,1086,7,1,1,4,2532,6,0,14,3,8,4,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
44,0,661,9,2,0,1,2559,1,1,13,3,8,8,7,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28,0,821,5,4,0,4,4908,1,0,14,3,4,4,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
58,1,781,2,1,0,4,2380,9,1,14,3,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
43,0,177,8,3,1,2,4765,4,0,21,4,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20,1,500,2,3,1,3,2044,1,0,13,3,2,2,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
